Key,Item Type,Author,Title,Publication Title,Publication Year,Volume,Issue,Pages,DOI,ISSN,ISBN,Url,Publisher
WCR2RREL,conferencePaper,"Belay, M.A.; Rasheed, A.; Rossi, P.S.",Digital Twin Knowledge Distillation for Federated Semi-Supervised Industrial IoT DDoS Detection,,2025,,,,10.1109/CISDBCompanion65092.2025.11010678,,,https://www.scopus.com/pages/publications/105010208728?origin=resultslist,
WEFFNLRY,journalArticle,"Samadder, M.; Barman, A.K.; Munshi, S.; Madhu, U.",TADDA-4i: A Scalable and Secure Tangle-Assisted Decentralized Framework for Industrial Analytics in Industry 4.0,SSRG International Journal of Electronics and Communication Engineering,2026,13,2,40–52,10.14445/23488549/IJECE-V13I2P104,,,https://www.scopus.com/pages/publications/105031057409?origin=resultslist,
WAJHJ252,conferencePaper,B. C. Gül; S. Tziampazis; N. Jazdi; M. Weyrich,SyncFed: Time-Aware Federated Learning through Explicit Timestamping and Synchronization,2025 IEEE 30th International Conference on Emerging Technologies and Factory Automation (ETFA),2025,,,1–8,10.1109/ETFA65518.2025.11205776,,1946-0759,,
WD6IQLSK,journalArticle,"Brik, B.; Messaadia, M.; Sahnoun, M.; Bettayeb, B.; Benatia, M.A.",Fog-supported Low-latency Monitoring of System Disruptions in Industry 4.0: A Federated Learning Approach,ACM Transactions on Cyber-Physical Systems,2022,6,2,,10.1145/3477272,,,https://www.scopus.com/pages/publications/85131055104?origin=resultslist,
W6RB9442,conferencePaper,"Nasri, S.A.E.L.M.; Ullah, I.; Madden, M.G.",Compression scenarios for Federated Learning in Smart Manufacturing,,2022,217,,436–445,10.1016/j.procs.2022.12.239,,,https://www.scopus.com/pages/publications/85163893630?origin=resultslist,
W38XKRGE,journalArticle,B. Guo; Y. Liu; S. Liu; Z. Yu; X. Zhou,"CrowdHMT: Crowd Intelligence With the Deep Fusion of Human, Machine, and IoT",IEEE Internet of Things Journal,2022,9,24,24822–24842,10.1109/JIOT.2022.3194726,2327-4662,,,
VJUL49AP,journalArticle,"Maya, G.; Suganya, A.",Enhancing workplace productivity with secure AI using federated contrastive learning model for performance optimization,Scientific Reports,2025,15,1,,10.1038/s41598-025-25153-7,2045-2322,,http://dx.doi.org/10.1038/s41598-025-25153-7,Springer Science and Business Media LLC
WNJV88UA,journalArticle,"Salas, Mariangeles; Singh, Anand; Pignataro, Carlos; Pal, Lokendra",AI-powered open-source infrastructure for accelerating materials discovery and advanced manufacturing,Communications Materials,2026,7,1,,10.1038/s43246-026-01105-0,2662-4443,,http://dx.doi.org/10.1038/s43246-026-01105-0,Springer Science and Business Media LLC
WKG2FTKB,journalArticle,"Li, Kun; Lohachab, Ankur; Dumontier, Michel; Urovi, Visara",Privacy preservation in blockchain-based healthcare data sharing: A systematic review,Peer-to-Peer Networking and Applications,2025,18,6,,10.1007/s12083-025-02148-9,1936-6450,,http://dx.doi.org/10.1007/s12083-025-02148-9,Springer Science and Business Media LLC
WBW9UKXN,journalArticle,"Pathak, Mayank; Mishra, Kamta Nath; Singh, Satya Prakash",Securing data and preserving privacy in cloud IoT-based technologies an analysis of assessing threats and developing effective safeguard,Artificial Intelligence Review,2024,57,10,,10.1007/s10462-024-10908-x,1573-7462,,http://dx.doi.org/10.1007/s10462-024-10908-x,Springer Science and Business Media LLC
WAMQATPM,journalArticle,"Leal Filho, Walter; Kim, Eundeok; Borsatto, Jaluza Maria Lima Silva; Marcolin, Carla Bonato",Using artificial intelligence in sustainability teaching and learning,Environmental Sciences Europe,2025,37,1,,10.1186/s12302-025-01159-w,2190-4715,,http://dx.doi.org/10.1186/s12302-025-01159-w,Springer Science and Business Media LLC
W5ZJCUQU,journalArticle,"Misra, Sanjay; Barik, Kousik; Kvalvik, Petter","Trust in Digital Sovereignty: A Review of Security, Privacy, and Governance Challenges",Public Organization Review,2025,,,,10.1007/s11115-025-00968-0,1573-7098,,http://dx.doi.org/10.1007/s11115-025-00968-0,Springer Science and Business Media LLC
VJB2TCY9,journalArticle,"Jebamikyous, Hrag; Li, Menglu; Suhas, Yoga; Kashef, Rasha","Leveraging machine learning and blockchain in E-commerce and beyond: benefits, models, and application",Discover Artificial Intelligence,2023,3,1,,10.1007/s44163-022-00046-0,2731-0809,,http://dx.doi.org/10.1007/s44163-022-00046-0,Springer Science and Business Media LLC
WQRLVL9D,journalArticle,"Aslam, Saad; Aung, Pyi Phyo; Rafsanjani, Ahmad Sahban; Majeed, Anwar P. P. Abdul","Machine learning applications in energy systems: current trends, challenges, and research directions",Energy Informatics,2025,8,1,,10.1186/s42162-025-00524-6,2520-8942,,http://dx.doi.org/10.1186/s42162-025-00524-6,Springer Science and Business Media LLC
WPM44HT6,journalArticle,"Ansari, Shaharyar Alam; Ali, Salman",A systematic review of lightweight cryptographic schemes for security and privacy in IoT,Discover Computing,2025,28,1,,10.1007/s10791-025-09755-3,2948-2992,,http://dx.doi.org/10.1007/s10791-025-09755-3,Springer Science and Business Media LLC
VVJAEVKY,journalArticle,"Aslam, Muhammad Muzamil; Tufail, Ali; Gul, Haji; Irshad, Muhammad Nauman; Namoun, Abdallah",Artificial intelligence for secure and sustainable industrial control systems - A Survey of challenges and solutions,Artificial Intelligence Review,2025,58,11,,10.1007/s10462-025-11320-9,1573-7462,,http://dx.doi.org/10.1007/s10462-025-11320-9,Springer Science and Business Media LLC
WV95C2VZ,journalArticle,"Wu, Zhenmei; Zhang, Hong",Research on the construction of dynamic knowledge graph and intelligent decision-making for enterprise human resource information based on federated hyper graph neural network,Discover Applied Sciences,2025,8,1,,10.1007/s42452-025-08006-w,3004-9261,,http://dx.doi.org/10.1007/s42452-025-08006-w,Springer Science and Business Media LLC
WPF3RRV7,journalArticle,"Xu, Zhenyu; Wang, Jinming; Feng, Shujuan; Othmen, Salwa; Lhioui, Chahira; Flah, Aymen; Slanina, Zdenek",Optimizing data privacy and security measures for critical infrastructures via IoT based ADP2S technique,Scientific Reports,2025,15,1,,10.1038/s41598-025-94824-2,2045-2322,,http://dx.doi.org/10.1038/s41598-025-94824-2,Springer Science and Business Media LLC
WNT3WKCU,journalArticle,"Wang, Jianjun; Mishra, Rupesh; Singh, Suman; Sinha, Anurag; Kaur, Surinder; R, Madhumathi; Mishra, Shubhang; Dedhia, Pratham",A GWO-optimized dual-attention CNN-LSTM model for robust IIoT intrusion detection,Peer-to-Peer Networking and Applications,2026,19,4,,10.1007/s12083-026-02241-7,1936-6450,,http://dx.doi.org/10.1007/s12083-026-02241-7,Springer Science and Business Media LLC
WMK9SFVV,journalArticle,"Umar, Hafiz Gulfam Ahmad; Yasmeen, Iqra; Aoun, Muhammad; Mazhar, Tehseen; Khan, Muhammad Amir; Jaghdam, Ines Hilali; Hamam, Habib",Energy-efficient deep learning-based intrusion detection system for edge computing: a novel DNN-KDQ model,Journal of Cloud Computing,2025,14,1,,10.1186/s13677-025-00762-9,2192-113X,,http://dx.doi.org/10.1186/s13677-025-00762-9,Springer Science and Business Media LLC
W6IDR7LU,journalArticle,"Tang, Yuzang; Zha, Cheng",Application of internet of things (IoT) and machine learning (ML) in intelligent logistics supply chain,Discover Internet of Things,2026,6,1,,10.1007/s43926-026-00282-1,2730-7239,,http://dx.doi.org/10.1007/s43926-026-00282-1,Springer Science and Business Media LLC
VWHP8MNI,journalArticle,"Singh, Kumari Nutan; Goswami, Arup Kumar; Chudhury, Nalin Behari Dev; Shuaibu, Hassan Abdurrahman; Ustun, Taha Selim",Enhancing cybersecurity in virtual power plants by detecting network based cyber attacks using an unsupervised autoencoder approach,Scientific Reports,2025,15,1,,10.1038/s41598-025-01863-w,2045-2322,,http://dx.doi.org/10.1038/s41598-025-01863-w,Springer Science and Business Media LLC
WV4QJ92S,journalArticle,"Rong, Chunming; Geng, Jiahui; Hacker, Thomas J.; Bryhni, Haakon; Jaatun, Martin G.",OpenIaC: open infrastructure as code - the network is my computer,Journal of Cloud Computing,2022,11,1,,10.1186/s13677-022-00285-7,2192-113X,,http://dx.doi.org/10.1186/s13677-022-00285-7,Springer Science and Business Media LLC
WJDK286K,journalArticle,"Sanjalawe, Yousef; Al-E’mari, Salam; Fraihat, Salam; Makhadmeh, Sharif",AI-driven job scheduling in cloud computing: a comprehensive review,Artificial Intelligence Review,2025,58,7,,10.1007/s10462-025-11208-8,1573-7462,,http://dx.doi.org/10.1007/s10462-025-11208-8,Springer Science and Business Media LLC
VUEEUWHS,journalArticle,"Sasan, Zeinab; Khorsandi, Siavash",Balancing resource utilization and slice dissatisfaction through dynamic soft slicing for 6G wireless networks,Scientific Reports,2025,15,1,,10.1038/s41598-025-06521-9,2045-2322,,http://dx.doi.org/10.1038/s41598-025-06521-9,Springer Science and Business Media LLC
VKXP2FZI,journalArticle,"Rahmanian, Fuzhan; Lee, Robert M.; Linzner, Dominik; Michel, Kathrin; Merker, Leon; Berkes, Balazs B.; Nuss, Leah; Stein, Helge Sören",Attention towards chemistry agnostic and explainable battery lifetime prediction,npj Computational Materials,2024,10,1,,10.1038/s41524-024-01286-7,2057-3960,,http://dx.doi.org/10.1038/s41524-024-01286-7,Springer Science and Business Media LLC
W2UQD4DE,journalArticle,"Pai, Vasudeva; Karthik Pai, B. H.; Sudhiksha, G. S.; Kamath, Vandya; Varsha, K.; Manjunatha, S.",Systematic Approach for Malware Detection in IoT Devices: Enhancing Security and Performance,International Journal of Computational Intelligence Systems,2025,18,1,,10.1007/s44196-025-00939-9,1875-6883,,http://dx.doi.org/10.1007/s44196-025-00939-9,Springer Science and Business Media LLC
VS2HV86D,journalArticle,"Othman, Alia A.; Elmanakhly, Dina A.",A hybrid fungal growth and differential evolution algorithm for energy-efficient UAV trajectory planning in MEC,Scientific Reports,2026,16,1,,10.1038/s41598-026-54288-4,2045-2322,,http://dx.doi.org/10.1038/s41598-026-54288-4,Springer Science and Business Media LLC
WWKAQL3R,journalArticle,"Mandal, Subhadeep; Kar, Arpan Kumar; Gupta, Shivam; Sivarajah, Uthayasankar",Achieving Food Supply Chain Resilience During Natural Disasters Through Industry 5.0 Enablers—Empirical Insights Based on an FsQCA Approach,Information Systems Frontiers,2023,,,,10.1007/s10796-023-10439-w,1572-9419,,http://dx.doi.org/10.1007/s10796-023-10439-w,Springer Science and Business Media LLC
WMDUJIN3,journalArticle,"Manoj, T; Makkithaya, Krishnamoorthi; Narendra, V G",A Blockchain-Assisted Trusted Federated Learning for Smart Agriculture,SN Computer Science,2025,6,3,,10.1007/s42979-025-03672-4,2661-8907,,http://dx.doi.org/10.1007/s42979-025-03672-4,Springer Science and Business Media LLC
WKIAXB9J,journalArticle,"Guo, Gaoyang; Qamar, Faizan; Kazmi, Syed Hussain Ali; Ali, Fazlina Mohd; Ali, Ihsan",A hybrid deep learning approach with temporal awareness for intelligent intrusion detection in 6G-enabled IIoT networks,Scientific Reports,2026,16,1,,10.1038/s41598-026-43058-x,2045-2322,,http://dx.doi.org/10.1038/s41598-026-43058-x,Springer Science and Business Media LLC
WC2GENEF,journalArticle,"Fraihat, Salam; Yaseen, Qussai; Sanjalawe, Yousef; Abu-Errub, Aymen; Makhadmeh, Sharif Naser; Al-Betar, Mohammed Azmi",Intrusion detection in industrial internet of things network using feature optimization and hybrid deep learning,Discover Internet of Things,2026,6,1,,10.1007/s43926-026-00284-z,2730-7239,,http://dx.doi.org/10.1007/s43926-026-00284-z,Springer Science and Business Media LLC
WJ3GQ9C6,journalArticle,"Dong, Ru; Du, Juan; Liu, Cong",Deep recurrent neural networks for water hammer transient prediction and dynamic protection optimization in long distance pipelines,Scientific Reports,2026,16,1,,10.1038/s41598-026-41915-3,2045-2322,,http://dx.doi.org/10.1038/s41598-026-41915-3,Springer Science and Business Media LLC
VKYIJWSY,journalArticle,"Cheng, Suha; Feng, Xu",Ensemble-based detection of distributed denial-of-service attacks in IoT networks using majority decision mechanisms,Scientific Reports,2026,16,1,,10.1038/s41598-025-23638-z,2045-2322,,http://dx.doi.org/10.1038/s41598-025-23638-z,Springer Science and Business Media LLC
WGYX34PL,journalArticle,"Alhabib, Reem; Yadav, Poonam",Data authorisation and validation in autonomous vehicles: a critical review,Discover Applied Sciences,2025,7,7,,10.1007/s42452-025-07333-2,3004-9261,,http://dx.doi.org/10.1007/s42452-025-07333-2,Springer Science and Business Media LLC
W8C6TIT8,journalArticle,"Alsubaei, Faisal S.; Almazroi, Abdulwahab Ali; Atwa, Walid Said; Almazroi, Abdulaleem Ali; Ayub, Nasir; Jhanjhi, N. Z.",Adaptive malware identification via integrated SimCLR and GRU networks,Scientific Reports,2025,15,1,,10.1038/s41598-025-08556-4,2045-2322,,http://dx.doi.org/10.1038/s41598-025-08556-4,Springer Science and Business Media LLC
VVJRRFFR,journalArticle,"Alotaibi, Saud S.; Alghamdi, Turki Ali",Deep learning with leagues championship algorithm based intrusion detection on cybersecurity driven industrial IoT systems,Scientific Reports,2025,15,1,,10.1038/s41598-025-15464-0,2045-2322,,http://dx.doi.org/10.1038/s41598-025-15464-0,Springer Science and Business Media LLC
VSHRKNJ5,journalArticle,"Ali, Auwal Shehu; Zaaba, Zarul Fitri; Singh, Manmeet Mahinderjit; Anuar, Nor Badrul; Shariff, Mohd Ridzuan Bin M.","Advancing cybersecurity in ASEAN: current trends, emerging challenges, and opportunities for enhanced resilience",International Journal of Information Security,2025,24,5,,10.1007/s10207-025-01111-2,1615-5270,,http://dx.doi.org/10.1007/s10207-025-01111-2,Springer Science and Business Media LLC
W3V6IDKE,journalArticle,"Al-Bataineh, Bara; Schindler, Sirko; Peters, Diana; Paradies, Marcus; Pohl, Matthias",A systematic review of federated statistical heterogeneity in UAV applications,CEAS Aeronautical Journal,2025,17,2,735–757,10.1007/s13272-025-00865-8,1869-5590,,http://dx.doi.org/10.1007/s13272-025-00865-8,Springer Science and Business Media LLC
W2DSB55E,journalArticle,"Wang, C.-C.; Chien, C.-H.",Machine Learning for Industrial Optimization and Predictive Control: A Patent-Based Perspective with a Focus on Taiwan’s High-Tech Manufacturing,Processes,2025,13,7,,10.3390/pr13072256,,,https://www.scopus.com/pages/publications/105011666665?origin=resultslist,
WNLTKEP3,conferencePaper,"Ribeiro, J.; Santos, R.; Analide, C.; Silva, F.",Application of Federated Learning and xAI in I4.0 - A Case Study,,2025,1279 LNNS,,200–209,10.1007/978-3-031-83117-1_19,,,https://www.scopus.com/pages/publications/86000713868?origin=resultslist,
WG6WBJAK,journalArticle,"Alatawi, M.N.",EdgeGuard-IoT: 6G-Enabled Edge Intelligence for Secure Federated Learning and Adaptive Anomaly Detection in Industry 5.0,"Computers, Materials and Continua",2025,85,1,695–727,10.32604/cmc.2025.066606,,,https://www.scopus.com/pages/publications/105014913811?origin=resultslist,
WTSTHJQ2,conferencePaper,"Ivoghlian, A.; Salcic, Z.; Wang, K.I.-K.",Federated Reinforcement Learning for Automated LoRaWAN Management in Industrial IoT,,2024,593 LNICST,,136–155,10.1007/978-3-031-63989-0_7,,,https://www.scopus.com/pages/publications/85200437637?origin=resultslist,
VLMZUZCF,journalArticle,"Hu, X.; Cai, H.; Alazab, M.; Zhou, W.; Haghighi, M.S.; Wen, S.",Federated Learning in Industrial IoT: A Privacy-Preserving Solution That Enables Sharing of Data in Hydrocarbon Explorations,IEEE Transactions on Industrial Informatics,2024,20,3,4337–4346,10.1109/TII.2023.3306931,,,https://www.scopus.com/pages/publications/85174823229?origin=resultslist,
XL6EUN6L,journalArticle,"Piran, F.J.; Chen, Z.; Imani, M.; Imani, F.",Privacy-Preserving Federated Learning with Differentially Private Hyperdimensional Computing,Computers and Electrical Engineering,2025,123,,,10.1016/j.compeleceng.2025.110261,,,https://www.scopus.com/pages/publications/105000099792?origin=resultslist,
Y9N6W2HQ,conferencePaper,"Darwish, R.; Roy, K.","Comparative Analysis of Federated Learning, Deep Learning, and Traditional Machine Learning Techniques for IoT Malware Detection",,2025,,,,10.1109/ICAIC63015.2025.10849203,,,https://www.scopus.com/pages/publications/85218038003?origin=resultslist,
Y63S9VCG,journalArticle,"Zhao, Y.; Sun, Y.; Chen, N.; Sui, Y.; Cao, H.",FedFOC: Personalized Federated Learning via Fine-Grained One-Shot Clustering,IEEE Transactions on Industrial Informatics,2025,21,11,8396–8406,10.1109/TII.2025.3578131,,,https://www.scopus.com/pages/publications/105012096554?origin=resultslist,
Y5P5GSVU,journalArticle,A. Mostaani; T. X. Vu; S. K. Sharma; V. -D. Nguyen; Q. Liao; S. Chatzinotas,Task-Oriented Communication Design in Cyber-Physical Systems: A Survey on Theory and Applications,IEEE Access,2022,10,,133842–133868,10.1109/ACCESS.2022.3231039,2169-3536,,,
XDKYNM6F,conferencePaper,L. Luo; S. Meng; X. Qiu,Research on the Reliability of Cloud Edge Collaboration System for AI Applications,2025 12th International Conference on Dependable Systems and Their Applications (DSA),2025,,,535–536,10.1109/DSA66321.2025.00070,,2767-6684,,
XF35CLEN,conferencePaper,"Unar, A.A.; Ozcan, A.V.; Erelozcevik, M.",An Efficient Federated Learning-Based Digital Twin Edge Network: A Case Study for Industry 4.0,,2025,,,,10.1109/WCNC61545.2025.10978750,,,https://www.scopus.com/pages/publications/105006468401?origin=resultslist,
XIWUIVZR,journalArticle,"Qammar, A.; Wang, H.; Ding, J.; Naouri, A.; Khelloufi, A.; Ning, H.",A novel hybrid approach to detect clients in federated learning for industrial internet of things,International Journal of Machine Learning and Cybernetics,2025,16,11,9253–9269,10.1007/s13042-025-02753-3,,,https://www.scopus.com/pages/publications/105012030738?origin=resultslist,
XPAI8KSV,journalArticle,"Praveen, S. Phani; Sharma, Kanhaiya; Parashar, Deepak; Murthy, V. S. N.; Sirisha, Uddagiri; Dewi, Deshinta Arrova",Design of an iterative method for adaptive federated intrusion detection for energy-constrained edge-centric 6G IoT cyber-physical systems,Scientific Reports,2025,15,1,,10.1038/s41598-025-25293-w,2045-2322,,http://dx.doi.org/10.1038/s41598-025-25293-w,Springer Science and Business Media LLC
X6SNDIX4,conferencePaper,M. A. Jadoon; S. Robitzsch; A. Babu; L. Bhatia; F. Conceicao,Enabling ISAC in Industry 4.0: Challenges and Opportunities,2025 IEEE 101st Vehicular Technology Conference (VTC2025-Spring),2025,,,1–6,10.1109/VTC2025-Spring65109.2025.11174702,,2577-2465,,
XAN9C7PT,journalArticle,"Gao, Y.; Zhang, G.; Zhang, C.; Wang, J.; Yang, L.T.; Zhao, Y.",Federated tensor decomposition-based feature extraction approach for industrial IoT,IEEE Transactions on Industrial Informatics,2021,17,12,8541–8549,10.1109/TII.2021.3074152,,,https://www.scopus.com/pages/publications/85117626999?origin=resultslist,
XAMFU3WX,journalArticle,"Zong, Y.; Luo, Y.; Wu, Y.; Hu, W.; Luo, H.; Yu, Y.",A privacy-preserving federated learning algorithm for intelligent inspection in pumped storage power station,China Communications,2023,20,12,182–195,10.23919/JCC.fa.2022-0647.202312,,,https://www.scopus.com/pages/publications/85180597601?origin=resultslist,
WX43W2V8,journalArticle,"Zhao, H.; Pan, C.; Liu, M.; Jiao, D.; Zhu, H.",Adaptive Noise Trap of Layered Differential Privacy Against Privacy Leakage for Large-Scale Industrial Federated Learning,IEEE Transactions on Network Science and Engineering,2025,12,5,4044–4059,10.1109/TNSE.2025.3568030,,,https://www.scopus.com/pages/publications/105004949429?origin=resultslist,
XS4XLKTM,journalArticle,"Kumar, K.; Khari, M.",A privacy preserving mechanisms to secure data driven approaches in industrial internet of things: A bibliometric analysis,Peer-to-Peer Networking and Applications,2026,19,3,,10.1007/s12083-026-02220-y,,,https://www.scopus.com/pages/publications/105035056748?origin=resultslist,
Y8SF3SKK,journalArticle,"Rodrigues, Mark; Mayo, Michael; Patros, Panos",Surgical Tool Datasets for Machine Learning Research: A Survey,International Journal of Computer Vision,2022,130,9,2222–2248,10.1007/s11263-022-01640-6,1573-1405,,http://dx.doi.org/10.1007/s11263-022-01640-6,Springer Science and Business Media LLC
XFRZF5ZL,journalArticle,"Santos, Samara; Ottoni, André L. C.; Borgo, Rita; Ferreira, Danton; Nepomuceno, Erivelton",A systematic review of Green Machine Learning: practices and challenges for sustainability,Artificial Intelligence Review,2026,59,5,,10.1007/s10462-026-11515-8,1573-7462,,http://dx.doi.org/10.1007/s10462-026-11515-8,Springer Science and Business Media LLC
X9UN7FYB,journalArticle,"Sharma, Harshit; Arora, Gaurav; Singh, Manoj Kumar; Ayyappan, Vinod; Bhowmik, Papiya; Rangappa, Sanjay Mavinkere; Siengchin, Suchart",Review of machine learning approaches for predicting mechanical behavior of composite materials,Discover Applied Sciences,2025,7,11,,10.1007/s42452-025-07616-8,3004-9261,,http://dx.doi.org/10.1007/s42452-025-07616-8,Springer Science and Business Media LLC
Y5VMG7L5,journalArticle,"Koca, Murat; Çiftçi, Sabahattin","A comprehensive bibliometric analysis of Big Data and Cyber Security: intellectual structure, trends, and global collaborations",Knowledge and Information Systems,2025,67,11,10245–10270,10.1007/s10115-025-02531-1,0219-3116,,http://dx.doi.org/10.1007/s10115-025-02531-1,Springer Science and Business Media LLC
XELN5VSH,journalArticle,"Muthuraj, Rajesh; Chandrasekaran, Jaikanth",Nature meets machine: the AI renaissance in natural product drug discovery,Natural Products and Bioprospecting,2026,16,1,,10.1007/s13659-025-00589-6,2192-2209,,http://dx.doi.org/10.1007/s13659-025-00589-6,Springer Science and Business Media LLC
X9FUIUVJ,bookSection,"Olsson, Helena Holmström; Bosch, Jan",Strategic Digital Product Management in the Age of AI,Software Business,2024,,,344–359,10.1007/978-3-031-53227-6_24,1865-1356,978-3-031-53227-6,http://dx.doi.org/10.1007/978-3-031-53227-6_24,Springer Nature Switzerland
WXTDV3QV,journalArticle,"Moriano, Pablo; Hespeler, Steven C.; Li, Mingyan; Mahbub, Maria",Adaptive anomaly detection for identifying attacks in cyber-physical systems: A systematic literature review,Artificial Intelligence Review,2025,58,9,,10.1007/s10462-025-11292-w,1573-7462,,http://dx.doi.org/10.1007/s10462-025-11292-w,Springer Science and Business Media LLC
XSDUGRZB,journalArticle,"Alam, Shahzeb; Ramzan, Muhammad Atif; Zubair, Muhammad; Ullah, Ubaid; Ziaullah; Nawaz, Rab; Ullah, Rahmat",AI-driven resource allocation in cloud computing: a systematic review revealing critical sustainability and evaluation gaps,Computing,2026,108,5,,10.1007/s00607-026-01655-8,1436-5057,,http://dx.doi.org/10.1007/s00607-026-01655-8,Springer Science and Business Media LLC
XMUTP5E9,journalArticle,"Zhang, He; Li, Yilin; Zhang, Shuai; Song, Lukai; Tao, Fei",Artificial Intelligence-Enhanced Digital Twin Systems Engineering Towards the Industrial Metaverse in the Era of Industry 5.0,Chinese Journal of Mechanical Engineering,2025,38,1,,10.1186/s10033-025-01210-0,2192-8258,,http://dx.doi.org/10.1186/s10033-025-01210-0,Elsevier BV
XR5X73Z4,journalArticle,"Wankhede, Sonali B.; Patel, Dhiren",Federated learning and blockchain approach for securing IoT data,Discover Internet of Things,2025,5,1,,10.1007/s43926-025-00234-1,2730-7239,,http://dx.doi.org/10.1007/s43926-025-00234-1,Springer Science and Business Media LLC
WZACDPUN,journalArticle,"Wang, Fengchai; Wang, Kun",Federated learning-based trust and energy-aware routing in Fog–Cloud computing environments for the Internet of Things,Scientific Reports,2025,16,1,,10.1038/s41598-025-32010-0,2045-2322,,http://dx.doi.org/10.1038/s41598-025-32010-0,Springer Science and Business Media LLC
Y9XIP7NV,journalArticle,"Silva, Eliabe N.; Pinto, George P.; Silva, Claudio Jr N.; Peixoto, Maycon L. M.; Figueiredo, Gustavo B.; Santos, Bruno P.; Prazeres, Cassio V. S.",Enhancing IoT data reliability with blockchain and federated learning in edge environments,Discover Internet of Things,2026,6,1,,10.1007/s43926-026-00289-8,2730-7239,,http://dx.doi.org/10.1007/s43926-026-00289-8,Springer Science and Business Media LLC
XJ7FPH72,journalArticle,"Sun, Shuhan; Wang, Jiongqi; Xiao, Yaqi; Peng, Jian; Zhou, Xuanying",Few-shot RUL prediction for engines based on CNN-GRU model,Scientific Reports,2024,14,1,,10.1038/s41598-024-66377-3,2045-2322,,http://dx.doi.org/10.1038/s41598-024-66377-3,Springer Science and Business Media LLC
X6TIU49U,journalArticle,"Sridevi, Kotari; Masood, Waseema; Tanveer, Shahana; Mirza, Olfat M.; Sivakumar, Nithya Rekha; Selvarajan, Shitharth",ZuraNet: a hybrid rule-based intrusion detection system with deep learning for securing SCADA-driven cyber-physical systems,Scientific Reports,2026,16,1,,10.1038/s41598-026-40871-2,2045-2322,,http://dx.doi.org/10.1038/s41598-026-40871-2,Springer Science and Business Media LLC
WY7U7GCW,journalArticle,"Simaiya, Sarita; Singh, Vivek; Challa, Praveena; Sharma, Kapil Kumar; Pandurangan, Sathish Kuppan; Tekeste, Lidia Gosy; Ghith, Ehab Seif; Hussien, Shimaa A.; Lilhore, Umesh Kumar",AI driven system for enhancing consumer electronics through maintenance personalization and security,Scientific Reports,2026,16,1,,10.1038/s41598-026-37401-5,2045-2322,,http://dx.doi.org/10.1038/s41598-026-37401-5,Springer Science and Business Media LLC
XWDVIR5F,journalArticle,"Schultheis, Alexander; Alt, Benjamin; Bast, Sebastian; Guldner, Achim; Jilg, David; Katic, Darko; Mundorf, Johannes; Schlagenhauf, Tobias; Weber, Sebastian; Bergmann, Ralph; Bergweiler, Simon; Creutz, Lars; Dartmann, Guido; Malburg, Lukas; Naumann, Stefan; Rezapour, Mahdi; Ruskowski, Martin",EASY: Energy-Efficient Analysis and Control Processes in the Dynamic Edge-Cloud Continuum for Industrial Manufacturing,KI - Künstliche Intelligenz,2024,39,2,161–166,10.1007/s13218-024-00868-3,1610-1987,,http://dx.doi.org/10.1007/s13218-024-00868-3,Springer Science and Business Media LLC
XWVDC7ML,journalArticle,"Sajadieh, Seyed Mohammad Mehdi; Noh, Sang Do",From Simulation to Autonomy: Reviews of the Integration of Artificial Intelligence and Digital Twins,International Journal of Precision Engineering and Manufacturing-Green Technology,2025,12,5,1597–1628,10.1007/s40684-025-00750-z,2198-0810,,http://dx.doi.org/10.1007/s40684-025-00750-z,Springer Science and Business Media LLC
XUVUXD2G,journalArticle,"Rehman, Hafiz Muhammad Raza Ur; Liaquat, Saira; Gul, Muhammad Junaid; Jhandir, Muhammad Zeeshan; Gavilanes, Daniel; Vergara, Manuel Masias; Ashraf, Imran","A systematic literature study of machine learning techniques based intrusion detection: datasets, models, challenges, and future directions",Journal of Big Data,2025,12,1,,10.1186/s40537-025-01323-2,2196-1115,,http://dx.doi.org/10.1186/s40537-025-01323-2,Springer Science and Business Media LLC
WXXBWN4Z,journalArticle,"Li, Zhenjie",Sustainable supply chain management using Bi-GRU network optimized by hybrid maritime search and rescue algorithm,Scientific Reports,2025,15,1,,10.1038/s41598-025-25366-w,2045-2322,,http://dx.doi.org/10.1038/s41598-025-25366-w,Springer Science and Business Media LLC
XTZMJDGN,journalArticle,"Karst, Fabian Sven; Li, Mahei Manhai; Leimeister, Jan Marco",SynDEc: A Synthetic Data Ecosystem,Electronic Markets,2025,35,1,,10.1007/s12525-024-00746-8,1422-8890,,http://dx.doi.org/10.1007/s12525-024-00746-8,Springer Science and Business Media LLC
XVV2ZLQN,journalArticle,"Ghadami, Raheleh",An intrusion detection system in the Internet of Things with deep learning and an improved arithmetic optimization algorithm (AOA) and sine cosine algorithm (SCA),Scientific Reports,2025,15,1,,10.1038/s41598-025-22074-3,2045-2322,,http://dx.doi.org/10.1038/s41598-025-22074-3,Springer Science and Business Media LLC
XSYHKFTZ,journalArticle,"Hossain, Mohammad Ismail; Hossan, Md Refath; Shaon, Zahid Hassan; Ferdous, Md Nahid",Linking digital twin paradigm for urban heat monitoring and policy integration to building smart city climate resilience,Discover Cities,2026,3,1,,10.1007/s44327-025-00179-8,3004-8311,,http://dx.doi.org/10.1007/s44327-025-00179-8,Springer Science and Business Media LLC
